"SampleID",SampleType,SampleSource,Host/SampleName,CollectionDate,CollectorName,CollectionMethod,CollectionDepth_cm,Latitude,Longitude,Elevation,DNAExtractionProtocol,ExtractorName,ExtractionDate,FwdPrimer,RevPrimer,AmplicationDate,LibraryPrepDate,DNAConcentration [ng/uL],LibraryMethod,FwdBarcode,RevBarcode,Library-Run_Name,SampleDescription,Project_Name,Plate,PlateLocation,SequencingRun_Name,Burned,BurnYear,Diet,ActivityLevel,Age,Gender,Ethnicity,WeeklyChewTobacco,WeeklyAlcohol,WeeklyCigarettes,WeeklyVape,WeeklyDrugs
"OF119",Environmental,Human,Mouth Rinse,2018-03-09,Harrison Haws,15 mL saline, 60 sec rinse,NA,NA,NA,NA,MPBio FastDNA Kit,Geoff Zahn,2018-06-28,ITS1f-Next,ITS2-Next,2018-09-16,,,2-Step PCR,i5_B507,i7_A708,,Oral_Mycobiome_OF119,Oral_Mycobiome,,,Macrogen_2018,NA,NA,Omnivore,1-2,18,Female,Caucasian,0,0,0,0,0
"OF118",Environmental,Human,Mouth Rinse,2018-03-09,Nicholas Long,15 mL saline, 60 sec rinse,NA,NA,NA,NA,MPBio FastDNA Kit,Nicholas Long,2018-07-30,ITS1f-Next,ITS2-Next,2018-09-16,,,2-Step PCR,i5_A506,i7_A708,,Oral_Mycobiome_OF118,Oral_Mycobiome,,,Macrogen_2018,NA,NA,Omnivore,1-2,21,Male,Hispanic,0,1,0,0,0
"OF114",Environmental,Human,Mouth Rinse,2018-03-09,Harrison Haws,15 mL saline, 60 sec rinse,NA,NA,NA,NA,MPBio FastDNA Kit,Joseph Jimenez,2018-06-26,ITS1f-Next,ITS2-Next,2018-09-16,,,2-Step PCR,i5_B507,i7_A704,,Oral_Mycobiome_OF114,Oral_Mycobiome,,,Macrogen_2018,NA,NA,Omnivore,1-2,21,Male,Caucasian,0,0,0,0,0
"OF111",Environmental,Human,Mouth Rinse,2018-03-09,Harrison Haws,15 mL saline, 60 sec rinse,NA,NA,NA,NA,MPBio FastDNA Kit,Nicholas Long,2018-04-09,ITS1f-Next,ITS2-Next,2018-09-16,,,2-Step PCR,i5_B507,i7_A705,,Oral_Mycobiome_OF111,Oral_Mycobiome,,,Macrogen_2018,NA,NA,Omnivore,3-4,23,Male,Asian,0,0,0,0,0
"OF110",Environmental,Human,Mouth Rinse,2018-03-09,Nicholas Long,15 mL saline, 60 sec rinse,NA,NA,NA,NA,MPBio FastDNA Kit,Harrison Haws,2018-06-26,ITS1f-Next,ITS2-Next,2018-09-16,,,2-Step PCR,i5_A507,i7_A712,,Oral_Mycobiome_OF110,Oral_Mycobiome,,,Macrogen_2018,NA,NA,Omnivore,1-2,25,Male,Caucasian,0,1,0,0,0
"OF109",Environmental,Human,Mouth Rinse,2018-03-09,Nicholas Long,15 mL saline, 60 sec rinse,NA,NA,NA,NA,MPBio FastDNA Kit,Nicholas Long,2018-07-30,ITS1f-Next,ITS2-Next,2018-09-16,,,2-Step PCR,i5_A507,i7_A703,,Oral_Mycobiome_OF109,Oral_Mycobiome,,,Macrogen_2018,NA,NA,Omnivore,1-2,24,Male,Asian,0,0,0,0,0
"OF108",Environmental,Human,Mouth Rinse,2018-03-09,Nicholas Long,15 mL saline, 60 sec rinse,NA,NA,NA,NA,MPBio FastDNA Kit,Harrison Haws,2018-06-26,ITS1f-Next,ITS2-Next,2018-09-16,,,2-Step PCR,i5_B504,i7_A702,,Oral_Mycobiome_OF108,Oral_Mycobiome,,,Macrogen_2018,NA,NA,Omnivore,5-7,60,Male,Caucasian,0,0,0,0,0
"OF106",Environmental,Human,Mouth Rinse,2018-03-09,Nicholas Long,15 mL saline, 60 sec rinse,NA,NA,NA,NA,MPBio FastDNA Kit,Nicholas Long,2018-07-30,ITS1f-Next,ITS2-Next,2018-09-16,,,2-Step PCR,i5_B501,i7_A702,,Oral_Mycobiome_OF106,Oral_Mycobiome,,,Macrogen_2018,NA,NA,Omnivore,1-2,22,Female,Caucasian,0,0,0,0,0
"OF105",Environmental,Human,Mouth Rinse,2018-03-09,Nicholas Long,15 mL saline, 60 sec rinse,NA,NA,NA,NA,MPBio FastDNA Kit,Harrison Haws,2018-06-26,ITS1f-Next,ITS2-Next,2018-09-16,,,2-Step PCR,i5_B506,i7_A712,,Oral_Mycobiome_OF105,Oral_Mycobiome,,,Macrogen_2018,NA,NA,Omnivore,3-4,24,Female,Caucasian,0,0,0,0,0
"OF104",Environmental,Human,Mouth Rinse,2018-03-09,Nicholas Long,15 mL saline, 60 sec rinse,NA,NA,NA,NA,MPBio FastDNA Kit,Geoff Zahn,2018-06-28,ITS1f-Next,ITS2-Next,2018-09-16,,,2-Step PCR,i5_B508,i7_A706,,Oral_Mycobiome_OF104,Oral_Mycobiome,,,Macrogen_2018,NA,NA,Omnivore,3-4,21,Male,Caucasian,0,0,0,0,0
"OF103",Environmental,Human,Mouth Rinse,2018-03-09,Harrison Haws,15 mL saline, 60 sec rinse,NA,NA,NA,NA,MPBio FastDNA Kit,Harrison Haws,2018-07-30,ITS1f-Next,ITS2-Next,2018-09-16,,,2-Step PCR,i5_A503,i7_A704,,Oral_Mycobiome_OF103,Oral_Mycobiome,,,Macrogen_2018,NA,NA,Omnivore,1-2,20,Male,Caucasian,0,0,0,0,0
"OF102",Environmental,Human,Mouth Rinse,2018-03-09,Harrison Haws,15 mL saline, 60 sec rinse,NA,NA,NA,NA,MPBio FastDNA Kit,Harrison Haws,2018-07-30,ITS1f-Next,ITS2-Next,2018-09-16,,,2-Step PCR,i5_A507,i7_A704,,Oral_Mycobiome_OF102,Oral_Mycobiome,,,Macrogen_2018,NA,NA,Omnivore,1-2,34,Male,Caucasian,0,3,0,0,0
"OF101",Environmental,Human,Mouth Rinse,2018-03-09,Nicholas Long,15 mL saline, 60 sec rinse,NA,NA,NA,NA,MPBio FastDNA Kit,Joseph Jimenez,2018-06-26,ITS1f-Next,ITS2-Next,2018-09-16,,,2-Step PCR,i5_B502,i7_A705,,Oral_Mycobiome_OF101,Oral_Mycobiome,,,Macrogen_2018,NA,NA,Omnivore,1-2,25,Female,AfricanAmerican,0,5,0,0,0
"OF097",Environmental,Human,Mouth Rinse,2018-03-09,Nicholas Long,15 mL saline, 60 sec rinse,NA,NA,NA,NA,MPBio FastDNA Kit,Nicholas Long,2018-07-30,ITS1f-Next,ITS2-Next,2018-09-16,,,2-Step PCR,i5_B506,i7_A705,,Oral_Mycobiome_OF097,Oral_Mycobiome,,,Macrogen_2018,NA,NA,Omnivore,5-7,19,Female,Caucasian,0,0,0,0,0
"OF095",Environmental,Human,Mouth Rinse,2018-03-09,Nicholas Long,15 mL saline, 60 sec rinse,NA,NA,NA,NA,MPBio FastDNA Kit,Nicholas Long,2018-07-30,ITS1f-Next,ITS2-Next,2018-09-16,,,2-Step PCR,i5_A506,i7_A710,,Oral_Mycobiome_OF095,Oral_Mycobiome,,,Macrogen_2018,NA,NA,Omnivore,3-4,22,Female,Caucasian,0,0,0,0,0
"OF094",Environmental,Human,Mouth Rinse,2018-03-09,Harrison Haws,15 mL saline, 60 sec rinse,NA,NA,NA,NA,MPBio FastDNA Kit,Geoff Zahn,2018-06-28,ITS1f-Next,ITS2-Next,2018-09-16,,,2-Step PCR,i5_B508,i7_A705,,Oral_Mycobiome_OF094,Oral_Mycobiome,,,Macrogen_2018,NA,NA,Omnivore,1-2,19,Female,Caucasian,0,0,0,0,0
"OF093",Environmental,Human,Mouth Rinse,2018-03-09,Nicholas Long,15 mL saline, 60 sec rinse,NA,NA,NA,NA,MPBio FastDNA Kit,Nicholas Long,2018-07-30,ITS1f-Next,ITS2-Next,2018-09-16,,,2-Step PCR,i5_A507,i7_A709,,Oral_Mycobiome_OF093,Oral_Mycobiome,,,Macrogen_2018,NA,NA,Omnivore,3-4,22,Female,Caucasian,0,0,0,0,0
"OF092",Environmental,Human,Mouth Rinse,2018-03-09,Nicholas Long,15 mL saline, 60 sec rinse,NA,NA,NA,NA,MPBio FastDNA Kit,Geoff Zahn,2018-06-28,ITS1f-Next,ITS2-Next,2018-09-16,,,2-Step PCR,i5_B505,i7_A707,,Oral_Mycobiome_OF092,Oral_Mycobiome,,,Macrogen_2018,NA,NA,Vegetarian,3-4,19,Female,Caucasian,0,0,0,0,0
"OF090",Environmental,Human,Mouth Rinse,2018-03-09,Harrison Haws,15 mL saline, 60 sec rinse,NA,NA,NA,NA,MPBio FastDNA Kit,Geoff Zahn,2018-06-28,ITS1f-Next,ITS2-Next,2018-09-16,,,2-Step PCR,i5_B505,i7_A704,,Oral_Mycobiome_OF090,Oral_Mycobiome,,,Macrogen_2018,NA,NA,Omnivore,3-4,22,Male,Caucasian,0,0,0,0,0
"OF088",Environmental,Human,Mouth Rinse,2018-03-09,Harrison Haws,15 mL saline, 60 sec rinse,NA,NA,NA,NA,MPBio FastDNA Kit,Geoff Zahn,2018-06-28,ITS1f-Next,ITS2-Next,2018-09-16,,,2-Step PCR,i5_B507,i7_A711,,Oral_Mycobiome_OF088,Oral_Mycobiome,,,Macrogen_2018,NA,NA,Omnivore,3-4,21,Male,Caucasian,0,0,0,0,0
"OF087",Environmental,Human,Mouth Rinse,2018-03-09,Harrison Haws,15 mL saline, 60 sec rinse,NA,NA,NA,NA,MPBio FastDNA Kit,Geoff Zahn,2018-06-28,ITS1f-Next,ITS2-Next,2018-09-16,,,2-Step PCR,i5_B508,i7_A704,,Oral_Mycobiome_OF087,Oral_Mycobiome,,,Macrogen_2018,NA,NA,Omnivore,3-4,22,Male,Caucasian,0,0,0,0,0
"OF083",Environmental,Human,Mouth Rinse,2018-03-09,Nicholas Long,15 mL saline, 60 sec rinse,NA,NA,NA,NA,MPBio FastDNA Kit,Geoff Zahn,2018-06-28,ITS1f-Next,ITS2-Next,2018-09-16,,,2-Step PCR,i5_B507,i7_A709,,Oral_Mycobiome_OF083,Oral_Mycobiome,,,Macrogen_2018,NA,NA,Omnivore,1-2,27,Male,Caucasian,0,0,0,0,0
"OF082",Environmental,Human,Mouth Rinse,2018-03-09,Nicholas Long,15 mL saline, 60 sec rinse,NA,NA,NA,NA,MPBio FastDNA Kit,Harrison Haws,2018-06-26,ITS1f-Next,ITS2-Next,NA,,,2-Step PCR,NA,NA,,Oral_Mycobiome_OF082,Oral_Mycobiome,,,Macrogen_2018,NA,NA,Omnivore,3-4,23,Male,Caucasian,0,0,0,0,0
"OF079",Environmental,Human,Mouth Rinse,2018-03-09,Harrison Haws,15 mL saline, 60 sec rinse,NA,NA,NA,NA,MPBio FastDNA Kit,Harrison Haws,2018-07-30,ITS1f-Next,ITS2-Next,2018-09-16,,,2-Step PCR,i5_A503,i7_A712,,Oral_Mycobiome_OF079,Oral_Mycobiome,,,Macrogen_2018,NA,NA,Omnivore,1-2,21,Male,Caucasian,0,0,0,0,0
"OF075",Environmental,Human,Mouth Rinse,2018-03-09,Nicholas Long,15 mL saline, 60 sec rinse,NA,NA,NA,NA,MPBio FastDNA Kit,Geoff Zahn,2018-06-28,ITS1f-Next,ITS2-Next,2018-09-16,,,2-Step PCR,i5_B508,i7_A710,,Oral_Mycobiome_OF075,Oral_Mycobiome,,,Macrogen_2018,NA,NA,Omnivore,3-4,44,Female,Caucasian,0,0,0,0,0
"OF074",Environmental,Human,Mouth Rinse,2018-03-09,Nicholas Long,15 mL saline, 60 sec rinse,NA,NA,NA,NA,MPBio FastDNA Kit,Joseph Jimenez,2018-06-26,ITS1f-Next,ITS2-Next,2018-09-16,,,2-Step PCR,i5_B505,i7_A702,,Oral_Mycobiome_OF074,Oral_Mycobiome,,,Macrogen_2018,NA,NA,Omnivore,3-4,21,Male,Caucasian,0,0,0,0,0
"OF073",Environmental,Human,Mouth Rinse,2018-03-09,Nicholas Long,15 mL saline, 60 sec rinse,NA,NA,NA,NA,MPBio FastDNA Kit,Nicholas Long,2018-07-30,ITS1f-Next,ITS2-Next,2018-09-16,,,2-Step PCR,i5_A505,i7_A704,,Oral_Mycobiome_OF073,Oral_Mycobiome,,,Macrogen_2018,NA,NA,Omnivore,3-4,25,Female,Caucasian,0,0,0,0,0
"OF072",Environmental,Human,Mouth Rinse,2018-03-09,Harrison Haws,15 mL saline, 60 sec rinse,NA,NA,NA,NA,MPBio FastDNA Kit,Joseph Jimenez,2018-06-26,ITS1f-Next,ITS2-Next,2018-09-16,,,2-Step PCR,i5_B503,i7_A709,,Oral_Mycobiome_OF072,Oral_Mycobiome,,,Macrogen_2018,NA,NA,Omnivore,5-7,18,Female,Caucasian,0,0,0,0,0
"OF070",Environmental,Human,Mouth Rinse,2018-03-09,Harrison Haws,15 mL saline, 60 sec rinse,NA,NA,NA,NA,MPBio FastDNA Kit,Harrison Haws,2018-07-30,ITS1f-Next,ITS2-Next,2018-09-16,,,2-Step PCR,i5_A504,i7_A710,,Oral_Mycobiome_OF070,Oral_Mycobiome,,,Macrogen_2018,NA,NA,Omnivore,3-4,19,Female,Hispanic,0,0,0,0,0
"OF068",Environmental,Human,Mouth Rinse,2018-03-09,Nicholas Long,15 mL saline, 60 sec rinse,NA,NA,NA,NA,MPBio FastDNA Kit,Joseph Jimenez,2018-06-26,ITS1f-Next,ITS2-Next,2018-09-16,,,2-Step PCR,i5_B504,i7_A706,,Oral_Mycobiome_OF068,Oral_Mycobiome,,,Macrogen_2018,NA,NA,Omnivore,3-4,22,Male,Caucasian,0,0,0,0,0
"OF066",Environmental,Human,Mouth Rinse,2018-03-09,Harrison Haws,15 mL saline, 60 sec rinse,NA,NA,NA,NA,MPBio FastDNA Kit,Harrison Haws,2018-06-26,ITS1f-Next,ITS2-Next,2018-09-16,,,2-Step PCR,i5_B504,i7_A709,,Oral_Mycobiome_OF066,Oral_Mycobiome,,,Macrogen_2018,NA,NA,Omnivore,1-2,24,Male,Caucasian,0,0,0,0,0
"OF065",Environmental,Human,Mouth Rinse,2018-03-09,Harrison Haws,15 mL saline, 60 sec rinse,NA,NA,NA,NA,MPBio FastDNA Kit,Harrison Haws,2018-07-30,ITS1f-Next,ITS2-Next,2018-09-16,,,2-Step PCR,i5_B501,i7_A704,,Oral_Mycobiome_OF065,Oral_Mycobiome,,,Macrogen_2018,NA,NA,Omnivore,3-4,24,Female,Hispanic,0,0,0,0,0
"OF064",Environmental,Human,Mouth Rinse,2018-03-09,Harrison Haws,15 mL saline, 60 sec rinse,NA,NA,NA,NA,MPBio FastDNA Kit,Harrison Haws,2018-07-30,ITS1f-Next,ITS2-Next,2018-09-16,,,2-Step PCR,i5_A508,i7_A702,,Oral_Mycobiome_OF064,Oral_Mycobiome,,,Macrogen_2018,NA,NA,Omnivore,3-4,18,Female,Hispanic,0,0,0,0,0
"OF061",Environmental,Human,Mouth Rinse,2018-03-09,Harrison Haws,15 mL saline, 60 sec rinse,NA,NA,NA,NA,MPBio FastDNA Kit,Harrison Haws,2018-07-30,ITS1f-Next,ITS2-Next,2018-09-16,,,2-Step PCR,i5_A508,i7_A703,,Oral_Mycobiome_OF061,Oral_Mycobiome,,,Macrogen_2018,NA,NA,Omnivore,3-4,25,Male,Caucasian,0,0,0,0,0
"OF060",Environmental,Human,Mouth Rinse,2018-03-09,Harrison Haws,15 mL saline, 60 sec rinse,NA,NA,NA,NA,MPBio FastDNA Kit,Harrison Haws,2018-06-26,ITS1f-Next,ITS2-Next,2018-09-16,,,2-Step PCR,i5_B504,i7_A703,,Oral_Mycobiome_OF060,Oral_Mycobiome,,,Macrogen_2018,NA,NA,Omnivore,1-2,21,Male,Asian,0,0,0,0,0
"OF058",Environmental,Human,Mouth Rinse,2018-03-09,Harrison Haws,15 mL saline, 60 sec rinse,NA,NA,NA,NA,MPBio FastDNA Kit,Joseph Jimenez,2018-06-26,ITS1f-Next,ITS2-Next,2018-09-16,,,2-Step PCR,i5_B503,i7_A704,,Oral_Mycobiome_OF058,Oral_Mycobiome,,,Macrogen_2018,NA,NA,Omnivore,5-7,44,Male,Caucasian,0,5,0,0,0
"OF055",Environmental,Human,Mouth Rinse,2018-03-09,Nicholas Long,15 mL saline, 60 sec rinse,NA,NA,NA,NA,MPBio FastDNA Kit,Geoff Zahn,2018-06-28,ITS1f-Next,ITS2-Next,2018-09-16,,,2-Step PCR,i5_B506,i7_A707,,Oral_Mycobiome_OF055,Oral_Mycobiome,,,Macrogen_2018,NA,NA,Vegetarian,3-4,25,Female,Hispanic,0,0,0,0,0
"OF054",Environmental,Human,Mouth Rinse,2018-03-09,Nicholas Long,15 mL saline, 60 sec rinse,NA,NA,NA,NA,MPBio FastDNA Kit,Nicholas Long,2018-07-30,ITS1f-Next,ITS2-Next,2018-09-16,,,2-Step PCR,i5_B506,i7_A704,,Oral_Mycobiome_OF054,Oral_Mycobiome,,,Macrogen_2018,NA,NA,Omnivore,1-2,20,Male,Asian,0,0,0,0,0
"OF052",Environmental,Human,Mouth Rinse,2018-03-09,Nicholas Long,15 mL saline, 60 sec rinse,NA,NA,NA,NA,MPBio FastDNA Kit,Harrison Haws,2018-06-26,ITS1f-Next,ITS2-Next,2018-09-16,,,2-Step PCR,i5_B503,i7_A711,,Oral_Mycobiome_OF052,Oral_Mycobiome,,,Macrogen_2018,NA,NA,Omnivore,3-4,23,Female,Caucasian,0,0,0,0,0
"OF050",Environmental,Human,Mouth Rinse,2018-03-09,Harrison Haws,15 mL saline, 60 sec rinse,NA,NA,NA,NA,MPBio FastDNA Kit,Geoff Zahn,2018-06-28,ITS1f-Next,ITS2-Next,2018-09-16,,,2-Step PCR,i5_B507,i7_A712,,Oral_Mycobiome_OF050,Oral_Mycobiome,,,Macrogen_2018,NA,NA,Omnivore,1-2,26,Male,Caucasian,0,0,0,0,0
"OF049",Environmental,Human,Mouth Rinse,2018-03-09,Nicholas Long,15 mL saline, 60 sec rinse,NA,NA,NA,NA,MPBio FastDNA Kit,Nicholas Long,2018-07-30,ITS1f-Next,ITS2-Next,2018-09-16,,,2-Step PCR,i5_A505,i7_A705,,Oral_Mycobiome_OF049,Oral_Mycobiome,,,Macrogen_2018,NA,NA,Omnivore,3-4,66,Male,Caucasian,0,0,0,0,7
"OF047",Environmental,Human,Mouth Rinse,2018-03-09,Nicholas Long,15 mL saline, 60 sec rinse,NA,NA,NA,NA,MPBio FastDNA Kit,Geoff Zahn,2018-06-28,ITS1f-Next,ITS2-Next,2018-09-16,,,2-Step PCR,i5_B505,i7_A708,,Oral_Mycobiome_OF047,Oral_Mycobiome,,,Macrogen_2018,NA,NA,Vegetarian,NA,28,Female,AfricanAmerican,0,0,0,0,0
"OF046",Environmental,Human,Mouth Rinse,2018-03-09,Harrison Haws,15 mL saline, 60 sec rinse,NA,NA,NA,NA,MPBio FastDNA Kit,Harrison Haws,2018-07-30,ITS1f-Next,ITS2-Next,2018-09-16,,,2-Step PCR,i5_B502,i7_A701,,Oral_Mycobiome_OF046,Oral_Mycobiome,,,Macrogen_2018,NA,NA,Omnivore,1-2,20,Female,Caucasian,0,0,0,0,0
"OF045",Environmental,Human,Mouth Rinse,2018-03-09,Harrison Haws,15 mL saline, 60 sec rinse,NA,NA,NA,NA,MPBio FastDNA Kit,Harrison Haws,2018-07-30,ITS1f-Next,ITS2-Next,2018-09-16,,,2-Step PCR,i5_A508,i7_A710,,Oral_Mycobiome_OF045,Oral_Mycobiome,,,Macrogen_2018,NA,NA,Omnivore,1-2,19,Female,Caucasian,0,0,0,0,0
"OF044",Environmental,Human,Mouth Rinse,2018-03-09,Harrison Haws,15 mL saline, 60 sec rinse,NA,NA,NA,NA,MPBio FastDNA Kit,Geoff Zahn,2018-06-28,ITS1f-Next,ITS2-Next,2018-09-16,,,2-Step PCR,i5_B505,i7_A711,,Oral_Mycobiome_OF044,Oral_Mycobiome,,,Macrogen_2018,NA,NA,Vegetarian,3-4,22,Female,Caucasian,0,2,0,0,0
"OF043",Environmental,Human,Mouth Rinse,2018-03-09,Harrison Haws,15 mL saline, 60 sec rinse,NA,NA,NA,NA,MPBio FastDNA Kit,Harrison Haws,2018-07-30,ITS1f-Next,ITS2-Next,2018-09-16,,,2-Step PCR,i5_A508,i7_A704,,Oral_Mycobiome_OF043,Oral_Mycobiome,,,Macrogen_2018,NA,NA,Omnivore,3-4,23,Male,Caucasian,0,0,0,0,0
"OF042",Environmental,Human,Mouth Rinse,2018-03-09,Harrison Haws,15 mL saline, 60 sec rinse,NA,NA,NA,NA,MPBio FastDNA Kit,Nicholas Long,2018-04-09,ITS1f-Next,ITS2-Next,2018-09-16,,,2-Step PCR,i5_B502,i7_A708,,Oral_Mycobiome_OF042,Oral_Mycobiome,,,Macrogen_2018,NA,NA,Vegetarian,1-2,20,Female,Caucasian,0,0,0,0,0
"OF041",Environmental,Human,Mouth Rinse,2018-03-09,Harrison Haws,15 mL saline, 60 sec rinse,NA,NA,NA,NA,MPBio FastDNA Kit,Harrison Haws,2018-07-30,ITS1f-Next,ITS2-Next,2018-09-16,,,2-Step PCR,i5_B503,i7_A703,,Oral_Mycobiome_OF041,Oral_Mycobiome,,,Macrogen_2018,NA,NA,Omnivore,1-2,19,Female,Caucasian,0,0,0,0,0
"OF039",Environmental,Human,Mouth Rinse,2018-03-09,Nicholas Long,15 mL saline, 60 sec rinse,NA,NA,NA,NA,MPBio FastDNA Kit,Nicholas Long,2018-07-30,ITS1f-Next,ITS2-Next,2018-09-16,,,2-Step PCR,i5_A505,i7_A702,,Oral_Mycobiome_OF039,Oral_Mycobiome,,,Macrogen_2018,NA,NA,Omnivore,3-4,20,Male,Caucasian,0,0,0,0,0
"OF038",Environmental,Human,Mouth Rinse,2018-03-09,Nicholas Long,15 mL saline, 60 sec rinse,NA,NA,NA,NA,MPBio FastDNA Kit,Geoff Zahn,2018-06-28,ITS1f-Next,ITS2-Next,2018-09-16,,,2-Step PCR,i5_B508,i7_A703,,Oral_Mycobiome_OF038,Oral_Mycobiome,,,Macrogen_2018,NA,NA,Omnivore,1-2,24,Female,Caucasian,0,0,0,0,0
"OF037",Environmental,Human,Mouth Rinse,2018-03-09,Nicholas Long,15 mL saline, 60 sec rinse,NA,NA,NA,NA,MPBio FastDNA Kit,Harrison Haws,2018-06-26,ITS1f-Next,ITS2-Next,2018-09-16,,,2-Step PCR,i5_B504,i7_A712,,Oral_Mycobiome_OF037,Oral_Mycobiome,,,Macrogen_2018,NA,NA,Omnivore,1-2,20,Male,Caucasian,0,0,0,0,0
"OF034",Environmental,Human,Mouth Rinse,2018-03-09,Harrison Haws,15 mL saline, 60 sec rinse,NA,NA,NA,NA,MPBio FastDNA Kit,Joseph Jimenez,2018-06-26,ITS1f-Next,ITS2-Next,2018-09-16,,,2-Step PCR,i5_B502,i7_A702,,Oral_Mycobiome_OF034,Oral_Mycobiome,,,Macrogen_2018,NA,NA,Omnivore,1-2,23,Male,Caucasian,0,0,0,0,0
"OF033",Environmental,Human,Mouth Rinse,2018-03-09,Harrison Haws,15 mL saline, 60 sec rinse,NA,NA,NA,NA,MPBio FastDNA Kit,Harrison Haws,2018-06-26,ITS1f-Next,ITS2-Next,2018-09-16,,,2-Step PCR,i5_B504,i7_A711,,Oral_Mycobiome_OF033,Oral_Mycobiome,,,Macrogen_2018,NA,NA,Omnivore,1-2,21,Female,Asian,0,0,0,0,0
"OF032",Environmental,Human,Mouth Rinse,2018-03-09,Harrison Haws,15 mL saline, 60 sec rinse,NA,NA,NA,NA,MPBio FastDNA Kit,Joseph Jimenez,2018-06-26,ITS1f-Next,ITS2-Next,2018-09-16,,,2-Step PCR,i5_B502,i7_A707,,Oral_Mycobiome_OF032,Oral_Mycobiome,,,Macrogen_2018,NA,NA,Omnivore,3-4,21,Male,Hispanic,0,0,0,0,0
"OF031",Environmental,Human,Mouth Rinse,2018-03-09,Nicholas Long,15 mL saline, 60 sec rinse,NA,NA,NA,NA,MPBio FastDNA Kit,Harrison Haws,2018-06-26,ITS1f-Next,ITS2-Next,2018-09-16,,,2-Step PCR,i5_B504,i7_A705,,Oral_Mycobiome_OF031,Oral_Mycobiome,,,Macrogen_2018,NA,NA,Omnivore,1-2,19,Female,Caucasian,0,0,0,0,0
"OF030",Environmental,Human,Mouth Rinse,2018-03-09,Nicholas Long,15 mL saline, 60 sec rinse,NA,NA,NA,NA,MPBio FastDNA Kit,Nicholas Long,2018-07-30,ITS1f-Next,ITS2-Next,2018-09-16,,,2-Step PCR,i5_A504,i7_A704,,Oral_Mycobiome_OF030,Oral_Mycobiome,,,Macrogen_2018,NA,NA,Omnivore,1-2,33,Female,Caucasian,0,0,0,0,0
"OF028",Environmental,Human,Mouth Rinse,2018-03-09,Nicholas Long,15 mL saline, 60 sec rinse,NA,NA,NA,NA,MPBio FastDNA Kit,Joseph Jimenez,2018-06-26,ITS1f-Next,ITS2-Next,2018-09-16,,,2-Step PCR,i5_B506,i7_A703,,Oral_Mycobiome_OF028,Oral_Mycobiome,,,Macrogen_2018,NA,NA,Omnivore,1-2,21,Female,Hispanic,0,0,0,0,0
"OF027",Environmental,Human,Mouth Rinse,2018-03-09,Harrison Haws,15 mL saline, 60 sec rinse,NA,NA,NA,NA,MPBio FastDNA Kit,Harrison Haws,2018-07-30,ITS1f-Next,ITS2-Next,2018-09-16,,,2-Step PCR,i5_A507,i7_A705,,Oral_Mycobiome_OF027,Oral_Mycobiome,,,Macrogen_2018,NA,NA,Omnivore,1-2,28,Male,Caucasian,0,0,0,0,0
"OF026",Environmental,Human,Mouth Rinse,2018-03-09,Nicholas Long,15 mL saline, 60 sec rinse,NA,NA,NA,NA,MPBio FastDNA Kit,Joseph Jimenez,2018-06-26,ITS1f-Next,ITS2-Next,2018-09-16,,,2-Step PCR,i5_B502,i7_A704,,Oral_Mycobiome_OF026,Oral_Mycobiome,,,Macrogen_2018,NA,NA,Omnivore,1-2,22,Male,Hispanic,0,0,0,0,0
"OF022",Environmental,Human,Mouth Rinse,2018-03-09,Harrison Haws,15 mL saline, 60 sec rinse,NA,NA,NA,NA,MPBio FastDNA Kit,Geoff Zahn,2018-06-28,ITS1f-Next,ITS2-Next,NA,,,2-Step PCR,NA,NA,,Oral_Mycobiome_OF022,Oral_Mycobiome,,,Macrogen_2018,NA,NA,Omnivore,1-2,26,Male,Caucasian,0,0,0,0,0
"OF020",Environmental,Human,Mouth Rinse,2018-03-09,Harrison Haws,15 mL saline, 60 sec rinse,NA,NA,NA,NA,MPBio FastDNA Kit,Geoff Zahn,2018-06-28,ITS1f-Next,ITS2-Next,2018-09-16,,,2-Step PCR,i5_B506,i7_A706,,Oral_Mycobiome_OF020,Oral_Mycobiome,,,Macrogen_2018,NA,NA,Vegetarian,5-7,36,Male,Caucasian,0,0,0,0,0
"OF019",Environmental,Human,Mouth Rinse,2018-03-09,Nicholas Long,15 mL saline, 60 sec rinse,NA,NA,NA,NA,MPBio FastDNA Kit,Geoff Zahn,2018-06-28,ITS1f-Next,ITS2-Next,2018-09-16,,,2-Step PCR,i5_B508,i7_A702,,Oral_Mycobiome_OF019,Oral_Mycobiome,,,Macrogen_2018,NA,NA,Omnivore,1-2,19,Male,Caucasian,0,0,0,0,0
"OF018",Environmental,Human,Mouth Rinse,2018-03-09,Nicholas Long,15 mL saline, 60 sec rinse,NA,NA,NA,NA,MPBio FastDNA Kit,Geoff Zahn,2018-06-28,ITS1f-Next,ITS2-Next,2018-09-16,,,2-Step PCR,i5_B506,i7_A710,,Oral_Mycobiome_OF018,Oral_Mycobiome,,,Macrogen_2018,NA,NA,Omnivore,5-7,20,Male,Caucasian,0,0,0,0,0
